datetime,tmp,tmp_3h,tmp_6h,slp,slp_3h,slp_6h,QUALITY_CONTROL
2010-05-12 00:00:00,4.41,4.543333333333334,4.581428571428572,1013.61,1013.5099999999999,1013.3814285714286,V020
2010-05-12 12:00:00,10.01,10.01,10.195714285714285,,,,V020
2010-05-13 00:00:00,3.91,4.210000000000001,4.552857142857143,1019.01,1019.0766666666665,1018.952857142857,V020
2010-05-13 12:00:00,12.01,11.676666666666668,10.624285714285714,,,,V020
2010-05-14 00:00:00,9.01,8.81,8.352857142857143,1020.4100000000001,1020.3433333333334,1020.2385714285714,V020
2010-05-14 12:00:00,9.01,10.343333333333334,10.867142857142856,,,,V020
2010-05-15 00:00:00,6.609999999999999,6.31,6.081428571428572,1019.61,1019.5766666666667,1019.5528571428571,V020
2010-05-15 12:00:00,19.009999999999998,18.676666666666662,18.181428571428572,,,,V020
2010-05-16 00:00:00,12.01,11.843333333333334,12.067142857142857,1020.01,1020.1433333333333,1020.2385714285713,V020
2010-05-16 12:00:00,17.009999999999998,17.24333333333333,17.238571428571426,1020.8100000000001,1020.71,,V020
2010-05-17 00:00:00,13.41,12.676666666666664,12.752857142857142,1020.21,1020.1433333333333,1020.0814285714285,V020
2010-05-17 12:00:00,21.21,21.21,21.08142857142857,1018.21,1018.2099999999999,,V020
2010-05-18 00:00:00,15.11,14.009999999999998,14.338571428571427,1020.51,1020.4766666666666,1020.4242857142857,V020
2010-05-18 12:00:00,11.01,11.343333333333332,11.010000000000002,,,,V020
